Bon_ID,Fil_ID,Datum,Prod_ID,Preis,Anzahl
0101,01002,2021-07-06,1803,3.1400,6
0101,01002,2021-07-06,2006,1.5200,11
0101,01002,2021-07-06,2010,4.3700,1
0101,01002,2021-07-06,2106,0.7400,1
0101,01002,2021-07-11,1012,1.1500,8
0101,01002,2021-07-12,1110,1.1300,2
0101,01002,2021-07-12,2402,0.8500,5
0101,01002,2021-07-13,1401,1.4500,11
0101,01002,2021-07-13,1910,1.9300,11
0101,01002,2021-07-13,2103,0.4200,7
0101,01002,2021-07-13,2106,0.7400,9
0101,01002,2021-07-13,2213,2.4600,7
0101,01002,2021-07-13,2312,3.8900,8
0101,01002,2021-07-13,2404,4.6300,3
0101,01002,2021-07-17,1406,3.2400,10
0101,01002,2021-07-18,2407,3.5800,3
0101,01002,2021-07-19,1809,2.7400,4
0101,01002,2021-07-19,2401,0.4000,1
0101,01002,2021-07-20,1113,1.2800,3
0101,01002,2021-07-20,2318,0.5300,4
0101,01002,2021-07-21,1704,2.3000,5
0101,01002,2021-07-25,1408,2.7600,3
0101,01002,2021-07-25,1912,0.5200,9
0101,01002,2021-07-25,2316,2.2300,3
0101,01002,2021-07-27,1001,3.0500,3
0101,01002,2021-07-27,1008,3.6000,8
0101,01002,2021-07-27,1306,1.1800,9
0101,01002,2021-07-27,1403,1.4000,11
0101,01002,2021-07-27,2214,1.0000,4
0101,01002,2021-07-27,2217,1.4000,3
0101,01002,2021-07-28,1106,2.1500,10
0101,01002,2021-08-01,1313,1.5700,1
0101,01002,2021-08-01,2105,0.6600,9
0101,01002,2021-08-01,2214,0.9800,9
0101,01002,2021-08-01,2408,1.3900,9
0101,01002,2021-08-02,2001,3.2800,1
0101,01002,2021-08-05,2201,4.4000,6
0101,01002,2021-08-08,1406,3.1500,5
0101,01002,2021-08-11,1806,2.8300,4
0101,01002,2021-08-12,2205,2.2200,7
0101,01002,2021-08-16,1405,3.0100,8
0101,01002,2021-08-16,2003,2.0700,12
0101,01002,2021-08-19,1201,1.6100,3
0101,01002,2021-08-19,1315,1.0000,3
0101,01002,2021-08-19,1412,0.5800,12
0101,01002,2021-08-19,1516,3.3200,10
0101,01002,2021-08-19,1908,3.1300,10
0101,01002,2021-08-19,1909,2.2700,5
0101,01002,2021-08-19,2305,0.7700,11
0101,01002,2021-08-20,2012,1.5100,9
0101,01002,2021-08-21,1405,3.0100,2
0101,01002,2021-08-21,2102,1.1200,11
0101,01002,2021-08-22,1112,1.6000,1
0101,01002,2021-08-23,1405,3.0100,10
0101,01002,2021-08-24,1518,1.9100,2
0101,01002,2021-08-24,1901,1.5500,8
0101,01002,2021-08-24,2005,2.9300,7
0101,01002,2021-08-24,2207,0.3800,10
0101,01002,2021-08-24,2405,1.7000,7
0101,01002,2021-08-25,1003,3.4800,2
0101,01002,2021-08-25,1306,1.3100,11
0101,01002,2021-08-25,1501,1.2400,12
0101,01002,2021-08-25,1505,3.1900,9
0101,01002,2021-08-25,1604,1.5200,11
0101,01002,2021-08-25,2109,4.4200,9
0101,01002,2021-08-25,2205,2.2200,8
0101,01002,2021-08-26,1302,0.9700,5
0101,01002,2021-08-26,1312,0.5500,5
0101,01002,2021-08-26,1317,2.0100,2
0101,01002,2021-08-26,1411,1.7100,11
0101,01002,2021-08-26,1911,1.9900,6
0101,01002,2021-08-26,2101,2.7400,9
0101,01002,2021-08-26,2112,2.7400,12
0101,01002,2021-08-27,1013,2.5500,5
0101,01002,2021-08-27,1706,1.4800,11
0101,01002,2021-08-28,1107,0.7800,8
0101,01002,2021-08-29,2308,4.1200,4
0101,01002,2021-08-30,1907,0.6600,8
0101,01002,2021-08-31,1901,1.5500,6
0101,01002,2021-09-02,1306,1.2800,3
0101,01002,2021-09-02,1309,0.5700,5
0101,01002,2021-09-02,1601,1.5400,12
0101,01002,2021-09-02,2201,5.0400,4
0101,01002,2021-09-02,2202,3.0100,12
0101,01002,2021-09-02,2305,0.7100,3
0101,01002,2021-09-03,1010,2.3800,2
0101,01002,2021-09-03,1012,1.1900,6
0101,01002,2021-09-06,1706,1.4000,6
0101,01002,2021-09-07,1111,1.6500,10
0101,01002,2021-09-07,2205,2.0500,9
0101,01002,2021-09-09,1105,2.6300,6
0101,01002,2021-09-09,1107,0.8000,2
0101,01002,2021-09-09,1313,1.5600,4
0101,01002,2021-09-09,1413,1.6500,7
0101,01002,2021-09-09,1502,0.4900,3
0101,01002,2021-09-09,2009,1.6500,12
0101,01002,2021-09-10,1309,0.5700,7
0101,01002,2021-09-10,1318,4.1000,8
0101,01002,2021-09-10,1509,1.1900,11
0101,01002,2021-09-10,1511,1.4200,4
0101,01002,2021-09-10,1603,3.3900,2
0101,01002,2021-09-10,1805,3.1100,8
0101,01002,2021-09-10,1903,3.3200,12
0101,01002,2021-09-12,1313,1.5600,4
0101,01002,2021-09-12,2012,1.4400,1
0101,01002,2021-09-12,2402,0.8100,6
0101,01002,2021-09-13,1007,1.8400,3
0101,01002,2021-09-13,1110,1.2100,7
0101,01002,2021-09-13,1604,1.5400,5
0101,01002,2021-09-13,1709,3.1600,6
0101,01002,2021-09-13,2112,2.7200,3
0101,01002,2021-09-13,2202,3.0100,10
0101,01002,2021-09-13,2209,2.2900,9
0101,01002,2021-09-14,2307,3.3000,8
0101,01002,2021-09-19,1511,1.4200,1
0101,01002,2021-09-19,1603,3.3900,6
0101,01002,2021-09-19,2113,3.7500,1
0101,01002,2021-09-20,1405,2.8400,11
0101,01002,2021-09-20,1911,1.7200,5
0101,01002,2021-09-21,1107,0.8000,3
0101,01002,2021-09-21,1113,1.3100,3
0101,01002,2021-09-21,1517,4.0400,3
0101,01002,2021-09-21,1607,1.7800,12
0101,01002,2021-09-21,1907,0.6400,2
0101,01002,2021-09-22,2101,2.4600,4
0101,01002,2021-09-22,2104,3.5300,10
0101,01002,2021-09-22,2312,3.8100,10
0101,01002,2021-09-22,2316,2.4400,3
0101,01002,2021-09-23,1012,1.1900,2
0101,01002,2021-09-24,1703,0.8200,2
0101,01002,2021-09-24,2205,2.0500,5
0101,01002,2021-09-24,2307,3.3000,12
0101,01002,2021-09-26,1108,2.8200,11
0101,01002,2021-09-26,1205,1.7600,4
0101,01002,2021-09-27,1501,1.0700,10
0101,01002,2021-09-27,1703,0.8200,8
0101,01002,2021-09-27,1901,1.5900,1
0101,01002,2021-09-27,2001,3.1800,8
0101,01002,2021-09-27,2013,2.9100,7
0101,01002,2021-09-28,1108,2.8200,12
0101,01002,2021-09-30,1405,2.8400,9
0101,01002,2021-09-30,2110,3.3600,9
0101,01003,2021-07-01,1013,2.4700,11
0101,01003,2021-07-01,1514,1.6300,11
0101,01003,2021-07-01,1704,2.3000,7
0101,01003,2021-07-01,1801,2.5600,5
0101,01003,2021-07-01,2114,1.8500,5
0101,01003,2021-07-05,1408,2.7600,1
0101,01003,2021-07-05,2214,1.0000,5
0101,01003,2021-07-07,2004,4.3500,5
0101,01003,2021-07-07,2106,0.7400,10
0101,01003,2021-07-07,2215,2.6000,7
0101,01003,2021-07-10,1510,3.0700,4
0101,01003,2021-07-10,1517,4.0400,2
0101,01003,2021-07-10,1809,2.7400,1
0101,01003,2021-07-10,2004,4.3500,2
0101,01003,2021-07-10,2113,3.4900,5
0101,01003,2021-07-14,1701,1.0500,11
0101,01003,2021-07-14,2403,0.8000,12
0101,01003,2021-07-17,2003,1.8500,11
0101,01003,2021-07-17,2009,1.4900,6
0101,01003,2021-07-19,1407,1.8300,11
0101,01003,2021-07-20,1606,0.6800,1
0101,01003,2021-07-23,2210,1.9400,3
0101,01003,2021-07-23,2311,3.9400,7
0101,01003,2021-07-25,2316,2.2300,7
0101,01003,2021-07-26,1006,0.3000,7
0101,01003,2021-07-26,1409,2.0100,5
0101,01003,2021-07-26,2214,1.0000,8
0101,01003,2021-07-29,1517,4.0400,10
0101,01003,2021-07-29,2013,2.7500,3
0101,01003,2021-07-29,2117,2.6500,1
0101,01003,2021-07-31,1013,2.4700,2
0101,01003,2021-08-02,1709,3.2700,5
0101,01003,2021-08-02,1905,3.0700,2
0101,01003,2021-08-02,2208,1.0900,5
0101,01003,2021-08-02,2308,4.1200,1
0101,01003,2021-08-02,2313,1.7300,10
0101,01003,2021-08-03,1105,2.6000,10
0101,01003,2021-08-03,1205,1.8800,4
0101,01003,2021-08-03,1401,1.4300,6
0101,01003,2021-08-03,1406,3.1500,8
0101,01003,2021-08-03,1407,1.8600,9
0101,01003,2021-08-03,1517,4.0200,1
0101,01003,2021-08-03,2205,2.2200,9
0101,01003,2021-08-03,2211,3.9300,4
0101,01003,2021-08-04,1008,3.7700,2
0101,01003,2021-08-04,1911,1.9900,9
0101,01003,2021-08-06,1302,0.9700,3
0101,01003,2021-08-06,1504,0.7500,6
0101,01003,2021-08-06,1511,1.4200,7
0101,01003,2021-08-06,1803,3.1700,6
0101,01003,2021-08-06,2304,2.0700,11
0101,01003,2021-08-09,1509,1.2000,6
0101,01003,2021-08-09,1516,3.3200,9
0101,01003,2021-08-09,2013,3.0700,4
0101,01003,2021-08-10,1602,0.9500,3
0101,01003,2021-08-12,1112,1.6000,10
0101,01003,2021-08-13,2216,1.0000,2
0101,01003,2021-08-17,1516,3.3200,11
0101,01003,2021-08-18,1508,2.4300,12
0101,01003,2021-08-18,1806,2.8300,3
0101,01003,2021-08-18,2010,3.8800,9
0101,01003,2021-08-18,2207,0.3800,6
0101,01003,2021-08-18,2215,2.5600,6
0101,01003,2021-08-19,2112,2.7400,11
0101,01003,2021-08-19,2309,0.8200,9
0101,01003,2021-08-22,1308,3.6500,2
0101,01003,2021-08-22,2117,2.8200,5
0101,01003,2021-08-25,1304,0.6800,5
0101,01003,2021-08-25,2215,2.5600,11
0101,01003,2021-08-26,1907,0.6600,1
0101,01003,2021-08-26,2301,0.7000,10
0101,01003,2021-08-29,1401,1.4300,9
0101,01003,2021-08-30,2318,0.5700,9
0101,01003,2021-08-31,1608,3.0400,9
0101,01003,2021-08-31,2005,2.9300,11
0101,01003,2021-09-01,1202,2.0700,11
0101,01003,2021-09-01,1904,3.0000,6
0101,01003,2021-09-02,1402,2.0400,8
0101,01003,2021-09-02,1808,3.7700,4
0101,01003,2021-09-02,1903,3.3200,12
0101,01003,2021-09-02,2202,3.0100,4
0101,01003,2021-09-02,2405,1.8200,6
0101,01003,2021-09-02,2406,2.6900,4
0101,01003,2021-09-03,2006,1.6000,7
0101,01003,2021-09-04,1001,2.7200,8
0101,01003,2021-09-04,1910,2.0200,8
0101,01003,2021-09-04,2217,1.5900,4
0101,01003,2021-09-04,2313,1.8100,11
0101,01003,2021-09-05,1006,0.2900,4
0101,01003,2021-09-05,1309,0.5700,10
0101,01003,2021-09-05,1803,2.9100,8
0101,01003,2021-09-05,1909,2.4900,2
0101,01003,2021-09-05,2008,2.8900,4
0101,01003,2021-09-06,1010,2.3800,5
0101,01003,2021-09-06,1401,1.4400,4
0101,01003,2021-09-06,1404,1.1700,4
0101,01003,2021-09-06,1513,2.1800,11
0101,01003,2021-09-06,1808,3.7700,5
0101,01003,2021-09-06,2404,4.2700,6
0101,01003,2021-09-07,1108,2.8200,7
0101,01003,2021-09-07,1112,1.6300,9
0101,01003,2021-09-07,1308,3.6500,3
0101,01003,2021-09-07,1309,0.5700,10
0101,01003,2021-09-07,1407,1.7100,6
0101,01003,2021-09-07,1704,2.3000,2
0101,01003,2021-09-07,2202,3.0100,8
0101,01003,2021-09-07,2312,3.8100,8
0101,01003,2021-09-08,1411,1.6300,1
0101,01003,2021-09-10,1208,2.4000,8
0101,01003,2021-09-12,1413,1.6500,1
0101,01003,2021-09-12,1702,0.2400,5
0101,01003,2021-09-12,1903,3.3200,6
0101,01003,2021-09-12,2003,2.0400,9
0101,01003,2021-09-16,1907,0.6400,9
0101,01003,2021-09-21,1001,2.7200,2
0101,01003,2021-09-21,1512,1.7500,6
0101,01003,2021-09-21,1605,1.7700,2
0101,01003,2021-09-22,1302,1.0200,11
0101,01003,2021-09-22,1605,1.7700,10
0101,01003,2021-09-22,1808,3.7700,5
0101,01003,2021-09-22,1906,0.7800,5
0101,01003,2021-09-22,2010,3.9500,6
0101,01003,2021-09-22,2111,3.6000,9
0101,01003,2021-09-22,2218,4.3600,12
0101,01003,2021-09-22,2303,1.3500,11
0101,01003,2021-09-23,1011,2.7900,1
0101,01003,2021-09-23,1607,1.7800,3
0101,01003,2021-09-23,1608,3.0600,7
0101,01003,2021-09-23,2404,4.2700,4
0101,01003,2021-09-25,1409,2.1200,5
0101,01003,2021-09-25,1709,3.1600,9
0101,01003,2021-09-25,1910,2.0200,8
0101,01003,2021-09-25,2314,1.7100,6
0101,01003,2021-09-26,1005,1.3500,1
0101,01003,2021-09-26,1007,1.8400,3
0101,01003,2021-09-26,1008,3.3500,7
0101,01003,2021-09-26,1202,2.0700,7
0101,01003,2021-09-26,1206,1.8700,10
0101,01003,2021-09-26,1501,1.0700,1
0101,01003,2021-09-26,1902,1.9300,8
0101,01003,2021-09-26,2002,2.0300,1
0101,01003,2021-09-28,1013,2.7700,10
0101,01003,2021-09-28,2206,0.8700,6
0101,01003,2021-09-28,2313,1.8100,8
0101,01003,2021-09-28,2314,1.7100,12
0101,01003,2021-09-29,1113,1.3100,1
0101,01003,2021-09-29,2316,2.4400,12
0101,01004,2021-07-01,1112,1.7000,1
0101,01004,2021-07-01,1307,1.8900,6
0101,01004,2021-07-01,1608,3.3300,9
0101,01004,2021-07-01,1706,1.5600,3
0101,01004,2021-07-03,1107,0.8400,1
0101,01004,2021-07-03,1109,1.4500,6
0101,01004,2021-07-03,1202,1.8900,7
0101,01004,2021-07-03,1804,2.0900,9
0101,01004,2021-07-03,2117,2.6500,8
0101,01004,2021-07-03,2118,1.2400,1
0101,01004,2021-07-03,2202,3.2900,5
0101,01004,2021-07-03,2210,1.9400,10
0101,01004,2021-07-05,1409,2.0100,12
0101,01004,2021-07-08,1203,2.4800,3
0101,01004,2021-07-08,2203,1.1800,2
0101,01004,2021-07-08,2310,1.6000,10
0101,01004,2021-07-09,1108,2.8800,12
0101,01004,2021-07-11,2215,2.6000,11
0101,01004,2021-07-13,1310,2.6300,5
0101,01004,2021-07-19,1903,3.0500,7
0101,01004,2021-07-22,1513,2.0500,1
0101,01004,2021-07-22,2011,2.0200,2
0101,01004,2021-07-24,1502,0.5200,3
0101,01004,2021-07-24,1503,1.2100,6
0101,01004,2021-07-24,1518,1.8400,4
0101,01004,2021-07-24,1802,0.9300,11
0101,01004,2021-07-24,1807,3.8300,10
0101,01004,2021-07-24,2116,2.3100,3
0101,01004,2021-07-24,2311,3.9400,11
0101,01004,2021-07-25,2116,2.3100,2
0101,01004,2021-07-26,1001,3.0500,3
0101,01004,2021-07-26,1112,1.7000,3
0101,01004,2021-07-26,2201,4.6700,9
0101,01004,2021-07-27,2118,1.2400,10
0101,01004,2021-07-27,2310,1.6000,3
0101,01004,2021-07-29,1315,0.8800,11
0101,01004,2021-07-29,1804,2.0900,6
0101,01004,2021-07-29,2108,1.5900,4
0101,01004,2021-07-29,2118,1.2400,3
0101,01004,2021-07-30,1005,1.2100,1
0101,01004,2021-07-30,1103,1.4900,7
0101,01004,2021-07-30,1105,2.9300,7
0101,01004,2021-07-30,1113,1.2800,7
0101,01004,2021-07-30,1503,1.2100,8
0101,01004,2021-07-30,1808,3.3700,1
0101,01004,2021-07-30,2110,3.8100,12
0101,01004,2021-07-30,2204,1.2800,11
0101,01004,2021-07-31,1013,2.4700,10
0101,01004,2021-08-01,2308,4.1200,5
0101,01004,2021-08-03,1310,2.8800,3
0101,01004,2021-08-03,1707,2.9800,2
0101,01004,2021-08-03,2012,1.5100,7
0101,01004,2021-08-03,2307,3.1100,12
0101,01004,2021-08-06,1204,1.2000,6
0101,01004,2021-08-10,1410,2.8200,5
0101,01004,2021-08-10,1608,3.0400,10
0101,01004,2021-08-13,1104,1.0700,10
0101,01004,2021-08-13,1308,3.6500,12
0101,01004,2021-08-13,2201,4.4000,1
0101,01004,2021-08-14,1107,0.7800,3
0101,01004,2021-08-14,1804,2.1400,5
0101,01004,2021-08-14,1906,0.7800,10
0101,01004,2021-08-14,2205,2.2200,5
0101,01004,2021-08-15,1107,0.7800,3
0101,01004,2021-08-15,1706,1.4800,4
0101,01004,2021-08-19,1204,1.2000,9
0101,01004,2021-08-19,2205,2.2200,3
0101,01004,2021-08-21,2315,4.1000,9
0101,01004,2021-08-22,1412,0.5800,12
0101,01004,2021-08-22,1512,1.6800,7
0101,01004,2021-08-22,2110,3.3900,2
0101,01004,2021-08-24,1707,2.9800,5
0101,01004,2021-08-24,2208,1.0900,6
0101,01004,2021-08-26,1013,2.5500,3
0101,01004,2021-08-27,1208,2.2500,8
0101,01004,2021-08-27,2008,2.5900,5
0101,01004,2021-08-27,2305,0.7700,9
0101,01004,2021-08-29,1310,2.8800,4
0101,01004,2021-08-29,1404,1.0100,10
0101,01004,2021-08-29,2011,2.1700,2
0101,01004,2021-08-30,1904,2.8800,9
0101,01004,2021-08-30,2011,2.1700,5
0101,01004,2021-08-31,2308,4.1200,4
0101,01004,2021-09-01,1516,3.4800,1
0101,01004,2021-09-02,1403,1.5300,10
0101,01004,2021-09-06,1602,0.9400,4
0101,01004,2021-09-12,1012,1.1900,6
0101,01004,2021-09-12,1507,2.3300,9
0101,01004,2021-09-12,1905,3.3600,10
0101,01004,2021-09-12,1911,1.7200,11
0101,01004,2021-09-12,2103,0.4800,6
0101,01004,2021-09-12,2305,0.7100,9
0101,01004,2021-09-15,1407,1.7100,1
0101,01004,2021-09-19,1317,2.2100,8
0101,01004,2021-09-19,1405,2.8400,3
0101,01004,2021-09-19,2003,2.0400,9
0101,01004,2021-09-19,2310,1.5100,6
0101,01004,2021-09-22,1913,4.5200,12
0101,01004,2021-09-25,1105,2.6300,1
0101,01004,2021-09-25,1307,1.7700,5
0101,01004,2021-09-25,1514,1.7200,2
0101,01004,2021-09-25,1702,0.2400,9
0101,01004,2021-09-25,2116,2.4000,10
0101,01004,2021-09-25,2213,2.4100,4
0101,01004,2021-09-25,2313,1.8100,6
0101,01004,2021-09-26,1209,1.6700,7
0101,01004,2021-09-26,1903,3.3200,8
0101,01004,2021-09-26,2208,1.0300,7
0101,01004,2021-09-29,1007,1.8400,11
0101,01004,2021-09-29,1807,3.5300,2
0101,01004,2021-09-29,2206,0.8700,11
0101,01004,2021-09-29,2218,4.3600,5
0101,01004,2021-09-30,1809,2.9000,7
0101,01004,2021-09-30,2210,2.1900,9
0101,01004,2021-09-30,2307,3.3000,4
0101,01005,2021-07-01,1517,4.0400,7
0101,01005,2021-07-02,1003,3.3200,8
0101,01005,2021-07-02,1202,1.8900,2
0101,01005,2021-07-02,1511,1.2400,3
0101,01005,2021-07-02,1514,1.6300,5
0101,01005,2021-07-02,1701,1.0500,5
0101,01005,2021-07-02,2009,1.4900,9
0101,01005,2021-07-03,1011,2.5800,8
0101,01005,2021-07-03,1012,1.1500,9
0101,01005,2021-07-03,1511,1.2400,8
0101,01005,2021-07-03,1709,3.1100,3
0101,01005,2021-07-06,2103,0.4200,12
0101,01005,2021-07-08,2316,2.2300,3
0101,01005,2021-07-14,1012,1.1500,11
0101,01005,2021-07-14,1607,1.8900,3
0101,01005,2021-07-14,2115,3.6500,7
0101,01005,2021-07-15,1806,3.0500,10
0101,01005,2021-07-15,2006,1.5200,12
0101,01005,2021-07-15,2010,4.3700,7
0101,01005,2021-07-15,2312,3.8900,7
0101,01005,2021-07-18,1409,2.0100,10
0101,01005,2021-07-20,2002,2.3000,3
0101,01005,2021-07-23,1603,3.4200,10
0101,01005,2021-07-23,1606,0.6800,9
0101,01005,2021-07-24,1001,3.0500,3
0101,01005,2021-07-24,1112,1.7000,12
0101,01005,2021-07-24,1504,0.6900,4
0101,01005,2021-07-24,1601,1.5300,3
0101,01005,2021-07-24,1807,3.8300,8
0101,01005,2021-07-24,1808,3.3700,11
0101,01005,2021-07-24,2006,1.5200,7
0101,01005,2021-07-24,2404,4.6300,12
0101,01005,2021-07-26,1410,2.6000,2
0101,01005,2021-07-31,1110,1.1300,10
0101,01005,2021-07-31,2308,4.3700,8
0101,01005,2021-08-05,1301,3.2800,11
0101,01005,2021-08-05,1808,3.9100,9
0101,01005,2021-08-05,1910,2.0300,8
0101,01005,2021-08-05,2204,1.2600,7
0101,01005,2021-08-07,2204,1.2600,1
0101,01005,2021-08-08,1904,2.8800,2
0101,01005,2021-08-09,1101,1.7900,8
0101,01005,2021-08-09,1204,1.2000,10
0101,01005,2021-08-09,1412,0.5800,11
0101,01005,2021-08-09,1503,1.1000,5
0101,01005,2021-08-09,1510,3.0900,7
0101,01005,2021-08-10,2314,1.9000,12
0101,01005,2021-08-12,1008,3.7700,12
0101,01005,2021-08-12,1010,2.3300,2
0101,01005,2021-08-15,1317,2.0100,10
0101,01005,2021-08-15,1601,1.6000,4
0101,01005,2021-08-15,1902,2.2100,2
0101,01005,2021-08-15,2304,2.0700,3
0101,01005,2021-08-16,2316,2.4900,11
0101,01005,2021-08-17,1407,1.8600,11
0101,01005,2021-08-19,1911,1.9900,11
0101,01005,2021-08-19,2108,1.4200,3
0101,01005,2021-08-19,2110,3.3900,6
0101,01005,2021-08-19,2309,0.8200,6
0101,01005,2021-08-23,1309,0.6100,1
0101,01005,2021-08-23,1517,4.0200,8
0101,01005,2021-08-24,2006,1.4800,1
0101,01005,2021-08-26,2008,2.5900,8
0101,01005,2021-08-28,1605,1.7200,9
0101,01005,2021-08-30,1305,2.0300,2
0101,01005,2021-08-30,1405,3.0100,10
0101,01005,2021-08-30,1506,0.4500,9
0101,01005,2021-08-30,2116,2.4700,9
0101,01005,2021-08-30,2210,2.2300,11
0101,01005,2021-08-30,2301,0.7000,9
0101,01005,2021-08-31,1407,1.8600,10
0101,01005,2021-08-31,1913,4.4300,10
0101,01005,2021-09-01,1706,1.4000,6
0101,01005,2021-09-04,1804,2.0500,6
0101,01005,2021-09-06,1804,2.0500,9
0101,01005,2021-09-07,1104,0.9900,9
0101,01005,2021-09-07,1308,3.6500,9
0101,01005,2021-09-07,1317,2.2100,4
0101,01005,2021-09-07,1602,0.9400,8
0101,01005,2021-09-07,1907,0.6400,4
0101,01005,2021-09-07,2001,3.1800,7
0101,01005,2021-09-07,2105,0.6200,9
0101,01005,2021-09-07,2216,1.1000,12
0101,01005,2021-09-08,1004,2.3600,1
0101,01005,2021-09-08,2010,3.9500,10
0101,01005,2021-09-09,1406,3.3100,10
0101,01005,2021-09-11,1706,1.4000,11
0101,01005,2021-09-13,1802,0.9300,8
0101,01005,2021-09-15,2306,3.1700,6
0101,01005,2021-09-16,1005,1.3500,8
